"id","name","image","parts_type","color","offset_x","offset_y","offset_scale","power_type","power","duration","caption","name_en","name_fr","name_kr","name_scn","name_tcn","name_ina","name_thai","caption_en","caption_fr","caption_kr","caption_scn","caption_tcn","caption_ina","caption_thai"
328,"気まぐれフェアリー III","fairy_m000c_p126",23,0,0,0,100,2,3,10080,"クエスト同時探索数を__POW__増加します","Capricious Fairy III","Fée Capricieuse III",,"反复无常的妖精 III","反覆無常的妖精 III",,,"Allows you to search for __POW__ additional quest simultaneously.","Augmente la possibilité de recherches multiples de__POW__.","최대 퀘스트 리스트를 +__POW__ 추가 (유효기간30일)","任务同时探索数增加__POW__个","任務同時探索數增加__POW__","Memberikan 5 slot pencarian Quest.","เพิ่มจำนวนเควสที่สามารถสำรวจได้ในเวลาเดียวกัน 5 เควส"
329,"妖しいイヤリング I","earring_m000a_p104",22,0,0,0,100,1,10,10080,"Ap回復時間を__POW__分短縮します","Bewitching Earrings I","Boucles d'oreille Mystérieuses I",,"妖艳的耳环 I","妖艷的耳環 I",,,"AP recovery time is reduced by __POW__ minutes.","Raccourcit le temps de récupération d'AP de__POW__min.","AP의 회복 시간을 __POW__분 단축","Ap回复时间缩短__POW__分钟","AP回復時間縮短__POW__","Mempercepat waktu pemulihan AP sebanyak __POW__menit.","ลดเวลาฟื้น AP __POW__นาที"
330,"妖しいイヤリング II","earring_m000b_p104",22,0,0,0,100,1,15,10080,"Ap回復時間を__POW__分短縮します","Bewitching Earrings II","Boucles d'oreille Mystérieuses II",,"妖艳的耳环 II","妖艷的耳環 II",,,"AP recovery time is reduced by __POW__ minutes.","Raccourcit le temps de récupération d'AP de__POW__min.","AP의 회복 시간을 __POW__분 단축","Ap回复时间缩短__POW__分钟","AP回復時間縮短__POW__","Mempercepat waktu pemulihan AP sebanyak __POW__menit.","ลดเวลาฟื้น AP __POW__นาที"
331,"妖しいイヤリング III","earring_m000c_p104",22,0,0,0,100,1,20,10080,"Ap回復時間を__POW__分短縮します","Bewitching Earrings III","Boucles d'oreille Mystérieuses III",,"妖艳的耳环  III","妖艷的耳環  III",,,"AP recovery time is reduced by __POW__ minutes.","Raccourcit le temps de récupération d'AP de__POW__min.","AP의 회복 시간을 __POW__분 단축","Ap回复时间缩短__POW__分钟","AP回復時間縮短__POW__","Mempercepat waktu pemulihan AP sebanyak __POW__menit.","ลดเวลาฟื้น AP __POW__นาที"
332,"儚きワンド I","wand_m000a_p34",21,0,0,0,100,4,50,10080,"獲得GEMを__POW__%増加します","Unreal Wand I","Baguette éphémère I",,"虚幻的权杖 I","虛幻的權杖 I",,,"GEM received after battles is increased by __POW__%.","Acquisition GEM augmentée de__POW__.","획득 GEM을 __POW__% 증가 (유효기간30일)","获得GEM增加__POW__%","GEM獲得量增加__POW__%","10% Bonus GEM","เพิ่ม GEM ที่ได้รับ 10%"
333,"儚きワンド II","wand_m000b_p34",21,0,0,0,100,4,100,10080,"獲得GEMを__POW__%増加します","Unreal Wand II","Baguette éphémère II",,"虚幻的权杖II","虛幻的權杖 II",,,"GEM received after battles is increased by __POW__%.","Acquisition GEM augmentée de__POW__.","획득 GEM을 __POW__% 증가 (유효기간30일)","获得GEM增加__POW__%","GEM獲得量增加__POW__%","50% Bonus GEM","เพิ่ม GEM ที่ได้รับ 50%"
334,"儚きワンド III","wand_m000c_p34",21,0,0,0,100,4,200,10080,"獲得GEMを__POW__%増加します","Unreal Wand III","Baguette éphémère III",,"虚幻的权杖 III","虛幻的權杖 III",,,"GEM received after battles is increased by __POW__%.","Acquisition GEM augmentée de__POW__.","획득 GEM을 __POW__% 증가 (유효기간30일)","获得GEM增加__POW__%","GEM獲得量增加__POW__%","100% Bonus GEM","เพิ่ม GEM ที่ได้รับ 100%"
335,"幻惑のティアラ I","tiara_m000a_p114",20,0,0,0,100,5,30,20160,"クエスト探索時間を__POW__%短縮します","Dazzling Tiara I","Diadème Fantomatique I",,"幻惑的头冠 I","幻惑的髮冠 I",,,"Time required to find quests is reduced by __POW__%.","Raccourcit le temps de Quête de__POW__.","퀘스트의 탐색 시간을 __POW__% 단축","任务探索时间缩短__POW__%","任務探索時間縮短__POW__%","Mempercepat pencarian Quest sebanyak __POW__%.","ลดเวลาที่ใช้ในการสำรวจเควสลง __POW__%"
336,"幻惑のティアラ II","tiara_m000b_p114",20,0,0,0,100,5,50,20160,"クエスト探索時間を__POW__%短縮します","Dazzling Tiara II","Diadème Fantomatique II",,"幻惑的头冠 II","幻惑的髮冠 II",,,"Time required to find quests is reduced by __POW__%.","Raccourcit le temps de Quête de__POW__.","퀘스트의 탐색 시간을 __POW__% 단축","任务探索时间缩短__POW__%","任務探索時間縮短__POW__%","Mempercepat pencarian Quest sebanyak __POW__%.","ลดเวลาที่ใช้ในการสำรวจเควสลง __POW__%"
337,"幻惑のティアラ III","tiara_m000c_p114",20,0,0,0,100,5,75,20160,"クエスト探索時間を__POW__%短縮します","Dazzling Tiara III","Diadème Fantomatique III",,"幻惑的头冠 III","幻惑的髮冠 III",,,"Time required to find quests is reduced by __POW__%.","Raccourcit le temps de Quête de__POW__.","퀘스트의 탐색 시간을 __POW__% 단축","任务探索时间缩短__POW__%","任務探索時間縮短__POW__%","Mempercepat pencarian Quest sebanyak __POW__%.","ลดเวลาที่ใช้ในการสำรวจเควสลง __POW__%"
338,"陽気なフェアリー I","fairy_m000a_p126",23,0,0,0,100,2,1,20160,"クエスト同時探索数を__POW__増加します","Vivacious Fairy I","Fée Joyeuse I",,"活泼的妖精 I","活潑的妖精 I",,,"Allows you to search for __POW__ additional quest simultaneously.","Augmente la possibilité de recherches multiples de__POW__.","최대 퀘스트 리스트를 +__POW__ 추가 (유효기간30일)","任务同时探索数增加__POW__个","任務同時探索數增加__POW__","Memberikan 1 slot pencarian Quest.","เพิ่มจำนวนเควสที่สามารถสำรวจได้ในเวลาเดียวกัน 1 เควส"
339,"陽気なフェアリー II","fairy_m000b_p126",23,0,0,0,100,2,2,20160,"クエスト同時探索数を__POW__増加します","Vivacious Fairy II","Fée Joyeuse II",,"活泼的妖精 II","活潑的妖精 II",,,"Allows you to search for __POW__ additional quest simultaneously.","Augmente la possibilité de recherches multiples de__POW__.","최대 퀘스트 리스트를 +__POW__ 추가 (유효기간30일)","任务同时探索数增加__POW__个","任務同時探索數增加__POW__","Memberikan 3 slot pencarian Quest.","เพิ่มจำนวนเควสที่สามารถสำรวจได้ในเวลาเดียวกัน 3 เควส"
340,"陽気なフェアリー III","fairy_m000c_p126",23,0,0,0,100,2,3,20160,"クエスト同時探索数を__POW__増加します","Vivacious Fairy III","Fée Joyeuse III",,"活泼的妖精 III","活潑的妖精 III",,,"Allows you to search for __POW__ additional quest simultaneously.","Augmente la possibilité de recherches multiples de__POW__.","최대 퀘스트 리스트를 +__POW__ 추가 (유효기간30일)","任务同时探索数增加__POW__个","任務同時探索數增加__POW__","Memberikan 5 slot pencarian Quest.","เพิ่มจำนวนเควสที่สามารถสำรวจได้ในเวลาเดียวกัน 5 เควส"
341,"魔性のイヤリング I","earring_m000a_p104",22,0,0,0,100,1,10,20160,"Ap回復時間を__POW__分短縮します","Evil Earrings I","Boucles d'oreille Diaboliques I",,"魔性的耳环 I","魔性的耳環 I",,,"AP recovery time is reduced by __POW__ minutes.","Raccourcit le temps de récupération d'AP de__POW__min.","AP의 회복 시간을 __POW__분 단축","AP回复时间缩短__POW__分钟","AP回復時間縮短__POW__","Mempercepat waktu pemulihan AP sebanyak __POW__menit.","ลดเวลาฟื้น AP __POW__นาที"
342,"魔性のイヤリング II","earring_m000b_p104",22,0,0,0,100,1,15,20160,"Ap回復時間を__POW__分短縮します","Evil Earrings II","Boucles d'oreille Diaboliques II",,"魔性的耳环 II","魔性的耳環 II",,,"AP recovery time is reduced by __POW__ minutes.","Raccourcit le temps de récupération d'AP de__POW__min.","AP의 회복 시간을 __POW__분 단축","AP回复时间缩短__POW__分钟","AP回復時間縮短__POW__","Mempercepat waktu pemulihan AP sebanyak __POW__menit.","ลดเวลาฟื้น AP __POW__นาที"
343,"魔性のイヤリング III","earring_m000c_p104",22,0,0,0,100,1,20,20160,"Ap回復時間を__POW__分短縮します","Evil Earrings III","Boucles d'oreille Diaboliques III",,"魔性的耳环 III","魔性的耳環 III",,,"AP recovery time is reduced by __POW__ minutes.","Raccourcit le temps de récupération d'AP de__POW__min.","AP의 회복 시간을 __POW__분 단축","AP回复时间缩短__POW__分钟","AP回復時間縮短__POW__","Mempercepat waktu pemulihan AP sebanyak __POW__menit.","ลดเวลาฟื้น AP __POW__นาที"
344,"強欲のワンド I","wand_m000a_p34",21,0,0,0,100,4,50,20160,"獲得GEMを__POW__%増加します","Greedy Wand I","Baguette de la Cupidité I",,"贪婪的权杖 I","貪婪的權杖 I",,,"GEM received after battles is increased by __POW__%.","Acquisition GEM augmentée de__POW__.","획득 GEM을 __POW__% 증가 (유효기간30일)","获得GEM增加__POW__%","GEM獲得量增加__POW__%","10% Bonus GEM","เพิ่ม GEM ที่ได้รับ 10%"
345,"強欲のワンド II","wand_m000b_p34",21,0,0,0,100,4,100,20160,"獲得GEMを__POW__%増加します","Greedy Wand II","Baguette de la Cupidité II",,"贪婪的权杖 II","貪婪的權杖 II",,,"GEM received after battles is increased by __POW__%.","Acquisition GEM augmentée de__POW__.","획득 GEM을 __POW__% 증가 (유효기간30일)","获得GEM增加__POW__%","GEM獲得量增加__POW__%","50% Bonus GEM","เพิ่ม GEM ที่ได้รับ 50%"
346,"強欲のワンド III","wand_m000c_p34",21,0,0,0,100,4,200,20160,"獲得GEMを__POW__%増加します","Greedy Wand III","Baguette de la Cupidité III",,"贪婪的权杖 III","貪婪的權杖 III",,,"GEM received after battles is increased by __POW__%.","Acquisition GEM augmentée de__POW__.","획득 GEM을 __POW__% 증가 (유효기간30일)","获得GEM增加__POW__%","GEM獲得量增加__POW__%","100% Bonus GEM","เพิ่ม GEM ที่ได้รับ 100%"
347,"マルグリッドの手提げ人形","basket_z115a_p78",21,0,0,0,100,0,0,0,,"Marguerite Doll","Poupée de Marguerite",,"玛格莉特的手提公仔","瑪格莉特的手提公仔",,,,,,,,,
348,"ヴィルヘルムの手提げ人形","basket_z148a_p78",21,0,0,0,100,0,0,0,,"Wilhelm Doll","Poupée de Wilhelm",,"威廉的手提公仔","威廉的手提公仔",,,,,,,,,
349,"マックスの手提げ人形","basket_z109a_p78",21,0,0,0,100,0,0,0,,"Max Doll","Poupée de Max",,"马库斯的手提公仔","馬庫斯的手提公仔",,,,,,,,,
350,"クーンの手提げ人形","basket_z144a_p78",21,0,0,0,100,0,0,0,,"Kuhn Doll","Poupée de Kuhn",,"库恩的手提公仔","庫恩的手提公仔",,,,,,,,,
351,"レジメント制服4式上着","blouse_x002a_p33+blouse_x002a_p67+blouse_x002a_p87",10,0,0,0,100,0,0,0,,"Regimental Uniform Coat","Costume du Régiment 4 : Veste",,"连队制服四式上衣","連隊制服四式上衣",,,,,,,,,
352,"レジメント制服4式パンツ","skirt_x001a_p64",11,0,0,0,100,0,0,0,,"Regimental Uniform Pants","Costume du Régiment 4 : Pantalon",,"连队制服四式裤子","連隊制服四式褲子",,,,,,,,,
353,"レジメントブーツ4式","shoes_x007a_p51+shoes_x007a_p62",13,0,0,0,100,0,0,0,,"Regimental Uniform Boots","Costume du Régiment 4 : Bottes",,"连队四式鞋子","連隊四式鞋子",,,,,,,,,
354,"レオンの手提げ人形","basket_z105a_p78",21,0,0,0,100,0,0,0,,"Leon Doll","Poupée de Léon",,"利恩的手提公仔","利恩的手提公仔",,,,,,,,,
355,"ステイシアの手提げ人形","basket_z134a_p78",21,0,0,0,100,0,0,0,,"Stacia Doll","Poupée de Stacia",,"史塔夏的手提公仔","史塔夏的手提公仔",,,,,,,,,
356,"ウォーケンの手提げ人形","basket_z126a_p78+basket_z126a_p85",21,0,0,0,100,0,0,0,,"Walken Doll","Poupée de Walken",,"沃肯的手提公仔","沃肯的手提公仔",,,,,,,,,
357,"C.C.の手提げ人形","basket_z136a_p78",21,0,0,0,100,0,0,0,,"C.C. Doll","Poupée de C.C.",,"C.C.的手提公仔","C.C.的手提公仔",,,,,,,,,
358,"C.C.の上着","blouse_z036a_p33+blouse_z036a_p67+blouse_z036a_p87",10,0,0,0,100,0,0,0,,"C.C.'s Coat","Veste de C.C.",,"C.C.的上衣","C.C.的上衣",,,,,,,,,
359,"C.C.のホットパンツ","skirt_z036a_p64",11,0,0,0,100,0,0,0,,"C.C.'s Short Pants","Culotte Corte de C.C.",,"C.C.的紧身短裤","C.C.的緊身短褲",,,,,,,,,
360,"C.C.のブーツ","shoes_z036a_p51+shoes_z036a_p62",13,0,0,0,100,0,0,0,,"C.C.'s Boots","Bottes de C.C.",,"C.C.的鞋子","C.C.的鞋子",,,,,,,,,
361,"タイレルの上着","blouse_z046a_p33+blouse_z046a_p40+blouse_z046a_p67+blouse_z046a_p87",10,0,0,0,100,0,0,0,,"Tyrrel's Coat","Veste de Tyrrell",,"泰瑞尔的上衣","泰瑞爾的上衣",,,,,,,,,
362,"タイレルのパンツ","skirt_z046a_p64",11,0,0,0,100,0,0,0,,"Tyrrel's Pants","Pantalon de Tyrrell",,"泰瑞尔的裤子","泰瑞爾的褲子",,,,,,,,,
363,"タイレルの靴","shoes_z046a_p51+shoes_z046a_p62",13,0,0,0,100,0,0,0,,"Tyrrel's Boots","Chaussures de Tyrrell",,"泰瑞尔的鞋子","泰瑞爾的鞋子",,,,,,,,,
364,"超電磁ボール","fairy_z046a_p125",23,0,0,0,100,0,0,0,,"Super electromagnetic balls","Balle Électromagnétique ",,"超电磁球","超電磁球",,,,,,,,,
365,"ドローン","fairy_z015a_p125",23,0,0,0,100,0,0,0,,"Drone","Drone",,"浮动纪录仪","浮動紀錄儀",,,,,,,,,
366,"ドニタの手提げ人形","basket_z116a_p78",21,0,0,0,100,0,0,0,,"Donita Doll","Poupée de Donita",,"多妮妲的手提公仔","多妮妲的手提公仔",,,,,,,,,
367,"スプラートの手提げ人形","basket_z117a_p78",21,0,0,0,100,0,0,0,,"Sprout Doll","Poupée de Sprout",,"史普拉多的手提公仔","史普拉多的手提公仔",,,,,,,,,
368,"ジェッドの手提げ人形","basket_z107a_p78",21,0,0,0,100,0,0,0,,"Jead Doll","Poupée de Jead",,"杰多的手提公仔","傑多的手提公仔",,,,,,,,,
369,"ヴォランドの手提げ人形","basket_z135a_p78",21,0,0,0,100,0,0,0,,"Voland Doll","Poupée de Voland",,"沃兰德的手提公仔","沃蘭德的手提公仔",,,,,,,,,
370,"ショート（白）","hair_a000d_p108+hair_a000d_p18",3,0,40,280,100,0,0,0,,"Short (White)","Courts (Blancs)",,"短发（白）","短髮（白）",,,,,,,,,
371,"ショート（銀）","hair_a000f_p108+hair_a000f_p18",3,0,40,280,100,0,0,0,,"Short (Silver)","Courts (Argent)",,"短发（银）","短髮（銀）",,,,,,,,,
372,"ショート（黒）","hair_a000h_p108+hair_a000h_p18",3,0,40,280,100,0,0,0,,"Short (Black)","Courts (Noirs)",,"短发（黑）","短髮（黑）",,,,,,,,,
373,"ショート（焦茶）","hair_a000i_p108+hair_a000i_p18",3,0,40,280,100,0,0,0,,"Short (Chocolate)","Courts (Bruns Foncé)",,"短发（巧克力）","短髮（巧克力）",,,,,,,,,
374,"ベリーショート（白）","hair_b000d_p108+hair_b000d_p18",3,0,40,280,100,0,0,0,,"Very Short (White)","Très Courts (Blancs) ",,"超短发（白）","超短髮（白）",,,,,,,,,
375,"ベリーショート（赤）","hair_b000g_p108+hair_b000g_p18",3,0,40,280,100,0,0,0,,"Very Short (Red)","Très Courts (Rouges)",,"超短发（红）","超短髮（紅）",,,,,,,,,
376,"ベリーショート（黒）","hair_b000h_p108+hair_b000h_p18",3,0,40,280,100,0,0,0,,"Very Short (Black)","Très Courts (Noirs)",,"超短发（黑）","超短髮（黑）",,,,,,,,,
377,"ベリーショート（藍）","hair_b000m_p108+hair_b000m_p18",3,0,40,280,100,0,0,0,,"Very Short (Deep Blue)","Très Courts (Indigo)",,"超短发（深蓝）","超短髮（靛藍）",,,,,,,,,
378,"ピッグテール（金）","hair_c001a_p108+hair_c001a_p18",3,0,40,280,100,0,0,0,,"Pigtails(Blonde)","Couettes 2 (Ors)",,"蘑菇啾啾头（金）","蘑菇啾啾頭（金）",,,,,,,,,
379,"ピッグテール（青）","hair_c001c_p108+hair_c001c_p18",3,0,40,280,100,0,0,0,,"Pigtails(Blue)","Couettes 2 (Bleues)",,"蘑菇啾啾头（蓝）","蘑菇啾啾頭（藍）",,,,,,,,,
380,"ピッグテール（白）","hair_c001d_p108+hair_c001d_p18",3,0,40,280,100,0,0,0,,"Pigtails(White)","Couettes 2 (Blanches)",,"蘑菇啾啾头（白）","蘑菇啾啾頭（白）",,,,,,,,,
381,"ピッグテール（黒）","hair_c001h_p108+hair_c001h_p18",3,0,40,280,100,0,0,0,,"Pigtails(Black)","Couettes 2 (Noires)",,"蘑菇啾啾头（黑）","蘑菇啾啾頭（黑）",,,,,,,,,
382,"ピッグテール（焦茶）","hair_c001i_p108+hair_c001i_p18",3,0,40,280,100,0,0,0,,"Pigtails(Deep Blue)","Couettes 2 (Brunes Foncée)",,"蘑菇啾啾头（巧克力）","蘑菇啾啾頭（巧克力）",,,,,,,,,
383,"ツーサイドアップ（金）","hair_c002a_p108+hair_c002a_p18",3,0,40,280,100,0,0,0,,"Two Ponytails(Blonde)","Couettes 3 (Ors)",,"公主双马尾（金）","公主雙馬尾（金）",,,,,,,,,
384,"ツーサイドアップ（白）","hair_c002d_p108+hair_c002d_p18",3,0,40,280,100,0,0,0,,"Two Ponytails(White)","Couettes 3 (Blanches)",,"公主双马尾（白）","公主雙馬尾（白）",,,,,,,,,
385,"ツーサイドアップ（焦茶）","hair_c002i_p108+hair_c002i_p18",3,0,40,280,100,0,0,0,,"Two Ponytails(Chocolate)","Couettes 3 (Brunes foncée)",,"公主双马尾（巧克力）","公主雙馬尾（巧克力）",,,,,,,,,
386,"ツーサイドアップ（桃）","hair_c002l_p108+hair_c002l_p18",3,0,40,280,100,0,0,0,,"Two Ponytails(Pink)","Couettes 3 (Roses)",,"公主双马尾（桃红）","公主雙馬尾（桃紅）",,,,,,,,,
387,"ツーサイドアップ（藍）","hair_c002m_p108+hair_c002m_p18",3,0,40,280,100,0,0,0,,"Two Ponytails(Deep Blue)","Couettes 3 (Indigos)",,"公主双马尾（深蓝）","公主雙馬尾（靛藍）",,,,,,,,,
388,"ロングカール（白）","hair_d000d_p108+hair_d000d_p94+hair_d000d_p18",3,0,40,280,100,0,0,0,,"Carl Long (White)","Bouclés et Longs (Blancs)",,"长卷发（白）","長卷髮（白）",,,,,,,,,
389,"ロングカール（焦茶）","hair_d000i_p108+hair_d000i_p94+hair_d000i_p18",3,0,40,280,100,0,0,0,,"Carl Long (Chocolate)","Bouclés et Longs (Bruns Foncé)",,"长卷发（巧克力）","長卷髮（巧克力）",,,,,,,,,
390,"ロングカール（紫）","hair_d000k_p108+hair_d000k_p94+hair_d000k_p18",3,0,40,280,100,0,0,0,,"Carl Long (Purple)","Bouclés et Longs (Violet)",,"长卷发（紫）","長卷髮（紫）",,,,,,,,,
391,"ロングカール（桃）","hair_d000l_p108+hair_d000l_p94+hair_d000l_p18",3,0,40,280,100,0,0,0,,"Carl Long (Pink)","Bouclés et Longs (Rose)",,"长卷发（桃红）","長卷髮（桃紅）",,,,,,,,,
392,"エイダの手提げ人形","basket_z120a_p78",21,0,0,0,100,0,0,0,,"Ada Doll","Poupée d'Ada",,"艾妲的手提公仔","艾妲的手提公仔",,,,,,,,,
393,"ルートの手提げ人形","basket_z132a_p78",21,0,0,0,100,0,0,0,,"Rood Doll","Poupée de Rood",,"路德的手提公仔","路德的手提公仔",,,,,,,,,
394,"リュカの手提げ人形","basket_z133a_p78",21,0,0,0,100,0,0,0,,"Luka Doll","Poupée de Luka",,"鲁卡的手提公仔","魯卡的手提公仔",,,,,,,,,
395,"ブラウの手提げ人形","basket_z139a_p78",21,0,0,0,100,0,0,0,,"Blau Doll","Poupée de Blau",,"布劳的手提公仔","布勞的手提公仔",,,,,,,,,
396,"クレーニヒの靴","shoes_z006a_p51+shoes_z006a_p62",13,0,0,0,100,0,0,0,,"Kronig's Boots","Chausses de kronig",,"库勒尼西的鞋子","庫勒尼西的鞋子",,,,,,,,,
397,"クレーニヒの袴","skirt_z006a_p64",11,0,0,0,100,0,0,0,,"Kronig's Pants","Pantalon large de kronig",,"库勒尼西的裤裙","庫勒尼西的褲裙",,,,,,,,,
398,"クレーニヒの上着","blouse_z006a_p33+blouse_z006a_p67+blouse_z006a_p87",10,0,0,0,100,0,0,0,,"Kronig's Coat","Veste de kronig",,"库勒尼西的上衣","庫勒尼西的上衣",,,,,,,,,
399,"深淵くん（復活）","fairy_z006b_p120+fairy_z006b_p8",23,0,0,0,100,0,0,0,,"Abyss (Resurrected)","Abîmes (Résurrection)",,"深渊君（复活）","深淵君（復活）",,,,,,,,,
400,"ジェッドの髪型","hair_z007a_p108+hair_z007a_p94+hair_z007a_p18",3,0,0,0,100,0,0,0,,"Jead's Hairstyle","Coiffure de Jead",,"杰多的发型","傑多的髮型",,,,,,,,,
401,"ドニタの髪型","hair_z016a_p108+hair_z016a_p18",3,0,0,0,100,0,0,0,,"Donita's Hairstyle","Coiffure de Donita",,"多妮妲的发型","多妮妲的髮型",,,,,,,,,
402,"イヴリンの髪型","hair_z038a_p108+hair_z038a_p18",3,0,0,0,100,0,0,0,,"Evelyn's Hairstyle","Coiffure d'Evlyne",,"伊芙琳的发型","伊芙琳的髮型",,,,,,,,,
403,"エヴァリストの頭のせ人形","hat_z101a_p112",20,0,0,0,100,0,0,0,,"Evarist Stacking Doll","Poupée d'Evarist (Coiffure)",,"艾伯李斯特的趴头娃娃","艾伯李斯特的趴頭娃娃",,,,,,,,,
404,"ジェッドの頭のせ人形","hat_z107a_p112",20,0,0,0,100,0,0,0,,"Jead Stacking Doll","Poupée de Jead (Coiffure)",,"杰多的趴头娃娃","傑多的趴頭娃娃",,,,,,,,,
405,"ブレイズの頭のせ人形","hat_z110a_p112",20,0,0,0,100,0,0,0,,"Blaise Stacking Doll","Poupée de Blaise (Coiffure)",,"布列依斯的趴头娃娃","布列依斯的趴頭娃娃",,,,,,,,,
406,"シェリの頭のせ人形","hat_z111a_p112",20,0,0,0,100,0,0,0,,"Sheri Stacking Doll","Poupée de Sheri (Coiffure)",,"雪莉的趴头娃娃","雪莉的趴頭娃娃",,,,,,,,,
407,"ドニタの頭のせ人形","hat_z116a_p112",20,0,0,0,100,0,0,0,,"Donita Stacking Doll","Poupée de Donita (Coiffure)",,"多妮妲的趴头娃娃","多妮妲的趴頭娃娃",,,,,,,,,
408,"リーズの頭のせ人形","hat_z124a_p112",20,0,0,0,100,0,0,0,,"Riez Stacking Doll","Poupée de Riesz (Coiffure)",,"里斯的趴头娃娃","里斯的趴頭娃娃",,,,,,,,,
409,"イヴリンの頭のせ人形","hat_z138a_p112",20,0,0,0,100,0,0,0,,"Evelyn Stacking Doll","Poupée d'Evlyne (Coiffure)",,"伊夫林的趴头娃娃","伊芙琳的趴頭娃娃",,,,,,,,,
410,"ネネムの頭のせ人形","hat_z141a_p112",20,0,0,0,100,0,0,0,,"Nenem Stacking Doll","Poupée de Nenem (Coiffure)",,"音音梦的趴头娃娃","音音夢的趴頭娃娃",,,,,,,,,
411,"タイレルの手提げ人形","basket_z146a_p78",21,0,0,0,100,0,0,0,,"Tyrrell Doll","Poupée de Tyrrell",,"泰瑞尔的手提公仔","泰瑞爾的手提公仔",,,,,,,,,
412,"ギュスターヴの手提げ人形","basket_z150a_p78",21,0,0,0,100,0,0,0,,"Gustave Doll","Poupée de Gustave",,"古斯塔夫的手提公仔","古斯塔夫的手提公仔",,,,,,,,,
413,"スプラートのサンダル","shoes_z017a_p51+shoes_z017a_p62",13,0,0,0,100,0,0,0,,"Sprout's Boots","Sandales de Sprout",,"史普拉多的凉鞋　","史普拉多的涼鞋　",,,,,,,,,
414,"スプラートのパンツ","skirt_z017a_p64",11,0,0,0,100,0,0,0,,"Sprout's Pants","Pantalon de Sprout",,"史普拉多的裤子","史普拉多的褲子",,,,,,,,,
415,"スプラートの上着","blouse_z017a_p33+blouse_z017a_p67+blouse_z017a_p87",10,0,0,0,100,0,0,0,,"Sprout's Coat","Veste de Sprout",,"史普拉多的上衣　","史普拉多的上衣　",,,,,,,,,
416,"パルモのブーツ","shoes_z028a_p51+shoes_z028a_p62",13,0,0,0,100,0,0,0,,"Palmo's Boots","Bottes de Palmo",,"帕茉的鞋子","帕茉的鞋子",,,,,,,,,
417,"パルモのスカート","skirt_z012a_p69",11,0,0,0,100,0,0,0,,"Palmo's Pants","Jupe de Palmo",,"帕茉的裙子","帕茉的裙子",,,,,,,,,
418,"パルモの上着","blouse_z028a_p33+blouse_z028a_p67+blouse_z028a_p87",10,0,0,0,100,0,0,0,,"Palmo's Coat","Veste de Palmo",,"帕茉的上衣","帕茉的上衣",,,,,,,,,
419,"神獣ちゃん","fairy_z028a_p124",23,0,0,0,100,0,0,0,,"Little Divine Beast","Bête Divine",,"神兽宝宝","小神獸",,,,,,,,,
420,"アインのコート","mant_z012a_p91+mant_z012a_p75+mant_z012a_p21",12,0,0,0,100,0,0,0,,"Ayn's Overcoat","Manteau d'Ayn",,"艾茵的外套","艾茵的外套",,,,,,,,,
421,"ユーリカの手提げ人形","basket_z151a_p78",21,0,0,0,100,0,0,0,,"Eureka Doll","Poupée Sac à Main d'Eureka",,"尤莉卡的手提公仔","尤莉卡的手提公仔",,,,,,,,,
422,"シャーロットのサンダル","shoes_z045a_p51+shoes_z045a_p62",13,0,0,0,100,0,0,0,,"Shalott's Sandals","Sandales de Charlotte",,"夏洛特的凉鞋","夏洛特的涼鞋",,,,,,,,,
423,"シャーロットのレギンス","skirt_z045a_p48+skirt_z045a_p59",11,0,0,0,100,0,0,0,,"Shalott's Leggings","Leggings de Charlotte",,"夏洛特的内搭裤","夏洛特的內搭褲",,,,,,,,,
424,"シャーロットの服","dress_z045a_p33+dress_z045a_p43+dress_z045a_p67+dress_z045a_p87",12,0,0,0,100,0,0,0,,"Shalott's Cloth","Vêtement de Charlotte",,"夏洛特的衣服","夏洛特的衣服",,,,,,,,,
425,"ステイシアの髪型","hair_z034a_p108+hair_z034a_p18",3,0,0,0,100,0,0,0,,"Stacia's Hairstyle","Coiffure de Stacia",,"史塔夏的发型","史塔夏的髮型",,,,,,,,,
426,"ベリンダの頭のせ人形","hat_z118a_p112",20,0,0,0,100,0,0,0,,"Belinda Stacking Doll","Poupée de Belinda (Coiffure)",,"贝琳达的趴头娃娃","貝琳達的趴頭娃娃",,,,,,,,,
427,"ステイシアの頭のせ人形","hat_z134a_p112",20,0,0,0,100,0,0,0,,"Stacia Stacking Doll","Poupée de Stacia (Coiffure)",,"史塔夏的趴头娃娃","史塔夏的趴頭娃娃",,,,,,,,,
428,"リリィの手提げ人形","basket_x002a_p78",21,0,0,0,100,0,0,0,,"Lily Doll","Poupée de Lily",,"莉莉的手提公仔","莉莉的手提公仔",,,,,,,,,
429,"加油高雄サンバイザー","hat_x006a_p114",20,0,0,0,100,0,0,0,,"Kaohsiung Go Go Hat","Courage, visière Kaohsiung!",,"高雄加油遮阳帽","高雄加油遮陽帽",,,,,,,,,
430,"アベルの頭のせ人形","hat_z104a_p112",20,0,0,0,100,0,0,0,,"Abel Stacking Doll","Poupée de Abel (Coiffure)",,"阿贝尔的趴头娃娃","阿貝爾的趴頭娃娃",,,,,,,,,
431,"ブロウニングの頭のせ人形","hat_z130a_p112",20,0,0,0,100,0,0,0,,"Browning Stacking Doll","Poupée de Browning (Coiffure)",,"布朗宁的趴头娃娃","布朗寧的趴頭娃娃",,,,,,,,,
